page_number,url,http_status_code,page_title,html_filename,txt_filename,html_size_bytes,word_count,timestamp,status
124,https://news.fnal.gov/tag/accelerator-science/,200,accelerator science Archives - News,0124_news.fnal.gov_tag_accelerator-science.html,0124_news.fnal.gov_tag_accelerator-science.txt,93969,1031,2026-06-10 13:29:17,SUCCESS
125,https://news.fnal.gov/tag/lhc-aup/,200,LHC AUP Archives - News,0125_news.fnal.gov_tag_lhc-aup.html,0125_news.fnal.gov_tag_lhc-aup.txt,73209,428,2026-06-10 13:29:19,SUCCESS
126,https://news.fnal.gov/tag/hl-lhc-accelerator-upgrade-project/,200,HL-LHC Accelerator Upgrade Project Archives - News,0126_news.fnal.gov_tag_hl-lhc-accelerator-upgrade-project.html,0126_news.fnal.gov_tag_hl-lhc-accelerator-upgrade-project.txt,82157,660,2026-06-10 13:29:21,SUCCESS
127,https://news.fnal.gov/authors/marcia-teckenbrock/,200,Marcia Teckenbrock Archives - News,0127_news.fnal.gov_authors_marcia-teckenbrock.html,0127_news.fnal.gov_authors_marcia-teckenbrock.txt,95307,903,2026-06-10 13:29:23,SUCCESS
128,http://www.fnal.gov/,403,,,,0,0,2026-06-10 13:29:25,FAILED
129,https://news.fnal.gov/2026/05/fermilab-leads-multi-lab-ai-initiative-to-accelerate-design-of-chips-used-in-extreme-environments/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0129_news.fnal.gov_2026_05_fermilab-leads-multi-lab-ai-initi.html,0129_news.fnal.gov_2026_05_fermilab-leads-multi-lab-ai-initi.txt,69441,324,2026-06-10 13:29:26,SUCCESS
130,https://news.fnal.gov/tag/caltech/,200,Caltech Archives - News,0130_news.fnal.gov_tag_caltech.html,0130_news.fnal.gov_tag_caltech.txt,85853,692,2026-06-10 13:29:29,SUCCESS
131,https://news.fnal.gov/tag/quantum-communication/,200,quantum communication Archives - News,0131_news.fnal.gov_tag_quantum-communication.html,0131_news.fnal.gov_tag_quantum-communication.txt,94717,1090,2026-06-10 13:29:31,SUCCESS
132,https://news.fnal.gov/tag/students/,200,students Archives - News,0132_news.fnal.gov_tag_students.html,0132_news.fnal.gov_tag_students.txt,84885,813,2026-06-10 13:29:33,SUCCESS
133,https://news.fnal.gov/2025/06/cps-students-graduate-from-fermilab-quantum-science-program/,200,CPS students graduate from Fermilab quantum science program,0133_news.fnal.gov_2025_06_cps-students-graduate-from-fermil.html,0133_news.fnal.gov_2025_06_cps-students-graduate-from-fermil.txt,88838,1082,2026-06-10 13:29:35,SUCCESS
134,https://news.fnal.gov/2026/04/fermilab-celebrates-2026-quantum-science-program-graduates/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0134_news.fnal.gov_2026_04_fermilab-celebrates-2026-quantum-.html,0134_news.fnal.gov_2026_04_fermilab-celebrates-2026-quantum-.txt,69441,324,2026-06-10 13:29:37,SUCCESS
135,https://news.fnal.gov/tag/saturday-morning-quantum/,200,Saturday Morning Quantum Archives - News,0135_news.fnal.gov_tag_saturday-morning-quantum.html,0135_news.fnal.gov_tag_saturday-morning-quantum.txt,69234,340,2026-06-10 13:29:40,SUCCESS
136,https://news.fnal.gov/tag/quantum-information-science/,200,quantum information science Archives - News,0136_news.fnal.gov_tag_quantum-information-science.html,0136_news.fnal.gov_tag_quantum-information-science.txt,88863,1030,2026-06-10 13:29:42,SUCCESS
137,https://news.fnal.gov/tag/quantum-science/,200,quantum science Archives - News,0137_news.fnal.gov_tag_quantum-science.html,0137_news.fnal.gov_tag_quantum-science.txt,93777,1135,2026-06-10 13:29:44,SUCCESS
138,https://news.fnal.gov/2020/12/fermilab-and-partners-achieve-sustained-high-fidelity-quantum-teleportation/,200,"Fermilab and partners achieve sustained, high-fidelity quantum teleportation",0138_news.fnal.gov_2020_12_fermilab-and-partners-achieve-sus.html,0138_news.fnal.gov_2020_12_fermilab-and-partners-achieve-sus.txt,89485,1223,2026-06-10 13:29:46,SUCCESS
139,https://news.fnal.gov/tag/california/,200,California Archives - News,0139_news.fnal.gov_tag_california.html,0139_news.fnal.gov_tag_california.txt,98684,1148,2026-06-10 13:29:48,SUCCESS
140,https://news.fnal.gov/tag/in-q-net/,200,IN-Q-NET Archives - News,0140_news.fnal.gov_tag_in-q-net.html,0140_news.fnal.gov_tag_in-q-net.txt,69714,346,2026-06-10 13:29:50,SUCCESS
141,https://news.fnal.gov/2023/09/high-school-students-working-with-argonne-and-fermilab-compete-in-the-naacps-academic-olympics/,200,High school students working with Argonne and Fermilab compete in the NAACP’s academic olympics,0141_news.fnal.gov_2023_09_high-school-students-working-with.html,0141_news.fnal.gov_2023_09_high-school-students-working-with.txt,89512,1399,2026-06-10 13:29:52,SUCCESS
142,https://news.fnal.gov/tag/quantum-information-and-science/,200,quantum information and science Archives - News,0142_news.fnal.gov_tag_quantum-information-and-science.html,0142_news.fnal.gov_tag_quantum-information-and-science.txt,70078,388,2026-06-10 13:29:54,SUCCESS
143,https://news.fnal.gov/tag/quantum-teleportation/,200,quantum teleportation Archives - News,0143_news.fnal.gov_tag_quantum-teleportation.html,0143_news.fnal.gov_tag_quantum-teleportation.txt,82822,775,2026-06-10 13:29:56,SUCCESS
144,https://education.fnal.gov/lederman-science-center/search,404,,,,0,0,2026-06-10 13:29:58,FAILED
145,https://education.fnal.gov/engage/lederman-science-center/leon-lederman/,200,Leon M. Lederman – Fermilab Education and Public Engagement,0145_education.fnal.gov_engage_lederman-science-center_leon-.html,0145_education.fnal.gov_engage_lederman-science-center_leon-.txt,82599,999,2026-06-10 13:30:00,SUCCESS
146,https://education.fnal.gov/engage/lederman-science-center/exhibits/,200,Exhibits – Fermilab Education and Public Engagement,0146_education.fnal.gov_engage_lederman-science-center_exhib.html,0146_education.fnal.gov_engage_lederman-science-center_exhib.txt,73960,610,2026-06-10 13:30:04,SUCCESS
147,https://news.fnal.gov/2024/04/new-collaboration-sheds-bright-light-on-advancing-semiconductor-production-in-the-u-s/,200,New collaboration sheds bright light on advancing semiconductor production in the U.S.,0147_news.fnal.gov_2024_04_new-collaboration-sheds-bright-li.html,0147_news.fnal.gov_2024_04_new-collaboration-sheds-bright-li.txt,89008,959,2026-06-10 13:30:06,SUCCESS
148,https://news.fnal.gov/2026/01/fermilab-completes-laser-lab-construction-for-worlds-largest-vertical-atom-interferometer/,200,Fermilab completes laser lab construction for world’s largest vertical atom interferometer,0148_news.fnal.gov_2026_01_fermilab-completes-laser-lab-cons.html,0148_news.fnal.gov_2026_01_fermilab-completes-laser-lab-cons.txt,94481,1623,2026-06-10 13:30:08,SUCCESS
149,https://news.fnal.gov/tag/superconducting-radio-frequency-technology/,200,superconducting radio-frequency technology Archives - News,0149_news.fnal.gov_tag_superconducting-radio-frequency-techn.html,0149_news.fnal.gov_tag_superconducting-radio-frequency-techn.txt,92408,987,2026-06-10 13:30:10,SUCCESS
150,https://news.fnal.gov/tag/x-ray/,200,x-ray Archives - News,0150_news.fnal.gov_tag_x-ray.html,0150_news.fnal.gov_tag_x-ray.txt,83232,796,2026-06-10 13:30:12,SUCCESS
151,https://news.fnal.gov/2026/04/fermilab-completes-its-part-in-upgrading-worlds-most-powerful-x-ray-laser/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0151_news.fnal.gov_2026_04_fermilab-completes-its-part-in-up.html,0151_news.fnal.gov_2026_04_fermilab-completes-its-part-in-up.txt,69441,324,2026-06-10 13:30:14,SUCCESS
152,https://news.fnal.gov/authors/madeleine-okeefe/,200,Madeleine O’Keefe Archives - News,0152_news.fnal.gov_authors_madeleine-okeefe.html,0152_news.fnal.gov_authors_madeleine-okeefe.txt,98396,890,2026-06-10 13:30:16,SUCCESS
153,https://news.fnal.gov/2021/11/fermilab-sees-record-performance-from-next-generation-accelerator-component/,200,Fermilab sees record performance from next-generation accelerator component,0153_news.fnal.gov_2021_11_fermilab-sees-record-performance-.html,0153_news.fnal.gov_2021_11_fermilab-sees-record-performance-.txt,97792,1736,2026-06-10 13:30:19,SUCCESS
154,https://news.fnal.gov/tag/lcls-ii/,200,LCLS-II Archives - News,0154_news.fnal.gov_tag_lcls-ii.html,0154_news.fnal.gov_tag_lcls-ii.txt,95427,1026,2026-06-10 13:30:21,SUCCESS
155,https://news.fnal.gov/tag/cryomodule/,200,cryomodule Archives - News,0155_news.fnal.gov_tag_cryomodule.html,0155_news.fnal.gov_tag_cryomodule.txt,89770,835,2026-06-10 13:30:23,SUCCESS
156,https://news.fnal.gov/2023/09/slac-fires-up-the-worlds-most-powerful-x-ray-laser-lcls-ii-ushers-in-a-new-era-of-science/,200,SLAC fires up the world’s most powerful X-ray laser: LCLS-II ushers in a new era of science,0156_news.fnal.gov_2023_09_slac-fires-up-the-worlds-most-pow.html,0156_news.fnal.gov_2023_09_slac-fires-up-the-worlds-most-pow.txt,97937,2416,2026-06-10 13:30:25,SUCCESS
157,https://news.fnal.gov/tag/slac-national-accelerator-laboratory/,200,SLAC National Accelerator Laboratory Archives - News,0157_news.fnal.gov_tag_slac-national-accelerator-laboratory.html,0157_news.fnal.gov_tag_slac-national-accelerator-laboratory.txt,86875,766,2026-06-10 13:30:27,SUCCESS
158,https://news.fnal.gov/tag/laser/,200,laser Archives - News,0158_news.fnal.gov_tag_laser.html,0158_news.fnal.gov_tag_laser.txt,76742,541,2026-06-10 13:30:29,SUCCESS
159,https://news.fnal.gov/tag/jefferson-lab/,200,Jefferson Lab Archives - News,0159_news.fnal.gov_tag_jefferson-lab.html,0159_news.fnal.gov_tag_jefferson-lab.txt,101579,1205,2026-06-10 13:30:31,SUCCESS
160,https://news.fnal.gov/tag/engineering/,200,engineering Archives - News,0160_news.fnal.gov_tag_engineering.html,0160_news.fnal.gov_tag_engineering.txt,87817,852,2026-06-10 13:30:33,SUCCESS
161,https://news.fnal.gov/tag/leadership/,200,leadership Archives - News,0161_news.fnal.gov_tag_leadership.html,0161_news.fnal.gov_tag_leadership.txt,89107,725,2026-06-10 13:30:35,SUCCESS
162,https://news.fnal.gov/2026/03/dave-newbold-elected-co-spokesperson-of-dune-collaboration/,200,Dave Newbold elected co-spokesperson of DUNE collaboration,0162_news.fnal.gov_2026_03_dave-newbold-elected-co-spokesper.html,0162_news.fnal.gov_2026_03_dave-newbold-elected-co-spokesper.txt,87965,1241,2026-06-10 13:30:37,SUCCESS
163,https://news.fnal.gov/tag/desi/,200,DESI Archives - News,0163_news.fnal.gov_tag_desi.html,0163_news.fnal.gov_tag_desi.txt,90589,831,2026-06-10 13:30:39,SUCCESS
164,https://news.fnal.gov/tag/standard-model/,200,Standard Model Archives - News,0164_news.fnal.gov_tag_standard-model.html,0164_news.fnal.gov_tag_standard-model.txt,85517,811,2026-06-10 13:30:41,SUCCESS
165,https://news.fnal.gov/tag/muon/,200,muon Archives - News,0165_news.fnal.gov_tag_muon.html,0165_news.fnal.gov_tag_muon.txt,83643,811,2026-06-10 13:30:43,SUCCESS
166,https://news.fnal.gov/tag/sqms-center/,200,SQMS Center Archives - News,0166_news.fnal.gov_tag_sqms-center.html,0166_news.fnal.gov_tag_sqms-center.txt,90313,838,2026-06-10 13:30:46,SUCCESS
167,https://news.fnal.gov/tag/quantum-electronics/,200,quantum electronics Archives - News,0167_news.fnal.gov_tag_quantum-electronics.html,0167_news.fnal.gov_tag_quantum-electronics.txt,73836,480,2026-06-10 13:30:48,SUCCESS
168,https://news.fnal.gov/tag/dark-energy-spectroscopic-instrument/,200,Dark Energy Spectroscopic Instrument Archives - News,0168_news.fnal.gov_tag_dark-energy-spectroscopic-instrument.html,0168_news.fnal.gov_tag_dark-energy-spectroscopic-instrument.txt,99445,1132,2026-06-10 13:30:50,SUCCESS
169,https://news.fnal.gov/2026/04/icarus-experiment-marks-major-milestone-in-first-neutrino-science-results/,200,ICARUS experiment marks major milestone in first neutrino science results,0169_news.fnal.gov_2026_04_icarus-experiment-marks-major-mil.html,0169_news.fnal.gov_2026_04_icarus-experiment-marks-major-mil.txt,96557,1467,2026-06-10 13:30:52,SUCCESS
170,https://news.fnal.gov/tag/ions/,200,ions Archives - News,0170_news.fnal.gov_tag_ions.html,0170_news.fnal.gov_tag_ions.txt,70566,399,2026-06-10 13:30:54,SUCCESS
171,https://news.fnal.gov/tag/short-baseline-neutrino-program/,200,Short-Baseline Neutrino program Archives - News,0171_news.fnal.gov_tag_short-baseline-neutrino-program.html,0171_news.fnal.gov_tag_short-baseline-neutrino-program.txt,95587,896,2026-06-10 13:30:56,SUCCESS
172,https://news.fnal.gov/tag/milestone/,200,milestone Archives - News,0172_news.fnal.gov_tag_milestone.html,0172_news.fnal.gov_tag_milestone.txt,82584,696,2026-06-10 13:30:58,SUCCESS
173,https://news.fnal.gov/2026/02/doe-national-quantum-research-centers-reach-milestone-breakthrough-towards-building-scalable-quantum-computers/,200,DOE national quantum research centers reach breakthrough towards building scalable quantum computers,0173_news.fnal.gov_2026_02_doe-national-quantum-research-cen.html,0173_news.fnal.gov_2026_02_doe-national-quantum-research-cen.txt,93858,1492,2026-06-10 13:31:00,SUCCESS
174,https://news.fnal.gov/2026/04/fermilab-experiment-receives-prestigious-breakthrough-prize-in-fundamental-physics/,200,Fermilab experiment receives prestigious Breakthrough Prize in Fundamental Physics,0174_news.fnal.gov_2026_04_fermilab-experiment-receives-pres.html,0174_news.fnal.gov_2026_04_fermilab-experiment-receives-pres.txt,93335,1161,2026-06-10 13:31:02,SUCCESS
175,https://news.fnal.gov/tag/construction/,200,construction Archives - News,0175_news.fnal.gov_tag_construction.html,0175_news.fnal.gov_tag_construction.txt,95787,994,2026-06-10 13:31:04,SUCCESS
176,https://news.fnal.gov/category/newsroom/press-release/page/3/,200,Press releases Archives - Page 3 of 38 - News,0176_news.fnal.gov_category_newsroom_press-release_page_3.html,0176_news.fnal.gov_category_newsroom_press-release_page_3.txt,96790,919,2026-06-10 13:31:06,SUCCESS
177,https://news.fnal.gov/2026/04/desi-completes-planned-3d-map-of-the-universe-and-continues-exploring/,200,DESI completes planned 3D map of the universe and continues exploring,0177_news.fnal.gov_2026_04_desi-completes-planned-3d-map-of-.html,0177_news.fnal.gov_2026_04_desi-completes-planned-3d-map-of-.txt,106362,2823,2026-06-10 13:31:08,SUCCESS
178,https://news.fnal.gov/2026/04/spring-arrives-at-fermilab-welcoming-this-years-first-bison-calf/,200,"Spring arrives at Fermilab, welcoming this year’s first bison calf",0178_news.fnal.gov_2026_04_spring-arrives-at-fermilab-welcom.html,0178_news.fnal.gov_2026_04_spring-arrives-at-fermilab-welcom.txt,89974,1204,2026-06-10 13:31:10,SUCCESS
179,https://news.fnal.gov/category/newsroom/press-release/page/2/,200,Press releases Archives - Page 2 of 38 - News,0179_news.fnal.gov_category_newsroom_press-release_page_2.html,0179_news.fnal.gov_category_newsroom_press-release_page_2.txt,98259,892,2026-06-10 13:31:12,SUCCESS
180,https://news.fnal.gov/tag/sbn/,200,SBN Archives - News,0180_news.fnal.gov_tag_sbn.html,0180_news.fnal.gov_tag_sbn.txt,98196,978,2026-06-10 13:31:14,SUCCESS
181,https://news.fnal.gov/tag/neutrino-physics/,200,neutrino physics Archives - News,0181_news.fnal.gov_tag_neutrino-physics.html,0181_news.fnal.gov_tag_neutrino-physics.txt,84106,803,2026-06-10 13:31:16,SUCCESS
182,https://news.fnal.gov/tag/ecology/,200,ecology Archives - News,0182_news.fnal.gov_tag_ecology.html,0182_news.fnal.gov_tag_ecology.txt,84242,762,2026-06-10 13:31:18,SUCCESS
183,https://news.fnal.gov/tag/qubits/,200,qubits Archives - News,0183_news.fnal.gov_tag_qubits.html,0183_news.fnal.gov_tag_qubits.txt,88010,920,2026-06-10 13:31:20,SUCCESS
184,https://news.fnal.gov/category/newsroom/press-release/page/38/,200,Press releases Archives - Page 38 of 38 - News,0184_news.fnal.gov_category_newsroom_press-release_page_38.html,0184_news.fnal.gov_category_newsroom_press-release_page_38.txt,73629,499,2026-06-10 13:31:22,SUCCESS
185,https://news.fnal.gov/tag/baby-bison/,200,baby bison Archives - News,0185_news.fnal.gov_tag_baby-bison.html,0185_news.fnal.gov_tag_baby-bison.txt,81735,702,2026-06-10 13:31:24,SUCCESS
186,https://news.fnal.gov/tag/berkeley-lab/,200,Berkeley Lab Archives - News,0186_news.fnal.gov_tag_berkeley-lab.html,0186_news.fnal.gov_tag_berkeley-lab.txt,100126,1133,2026-06-10 13:31:26,SUCCESS
187,https://news.fnal.gov/tag/education/,200,education Archives - News,0187_news.fnal.gov_tag_education.html,0187_news.fnal.gov_tag_education.txt,89234,842,2026-06-10 13:31:28,SUCCESS
188,https://news.fnal.gov/tag/icarus/,200,ICARUS Archives - News,0188_news.fnal.gov_tag_icarus.html,0188_news.fnal.gov_tag_icarus.txt,98199,1072,2026-06-10 13:31:30,SUCCESS
189,https://news.fnal.gov/tag/cosmology/,200,cosmology Archives - News,0189_news.fnal.gov_tag_cosmology.html,0189_news.fnal.gov_tag_cosmology.txt,89890,829,2026-06-10 13:31:32,SUCCESS
190,https://news.fnal.gov/category/newsroom/press-release/search,404,,,,0,0,2026-06-10 13:31:34,FAILED
191,https://news.fnal.gov/2024/08/dune-scientists-observe-first-neutrinos-with-prototype-detector-at-fermilab/,200,DUNE scientists observe first neutrinos with prototype detector at Fermilab,0191_news.fnal.gov_2024_08_dune-scientists-observe-first-neu.html,0191_news.fnal.gov_2024_08_dune-scientists-observe-first-neu.txt,99170,1837,2026-06-10 13:31:36,SUCCESS
192,https://news.fnal.gov/2026/04/a-minute-with-jacopo-bernardini/,200,A minute with Jacopo Bernardini,0192_news.fnal.gov_2026_04_a-minute-with-jacopo-bernardini.html,0192_news.fnal.gov_2026_04_a-minute-with-jacopo-bernardini.txt,88292,1304,2026-06-10 13:31:39,SUCCESS
193,https://news.fnal.gov/2026/05/dune-will-use-liquid-argon-time-projection-chamber-technology-both-near-and-far/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0193_news.fnal.gov_2026_05_dune-will-use-liquid-argon-time-p.html,0193_news.fnal.gov_2026_05_dune-will-use-liquid-argon-time-p.txt,69441,324,2026-06-10 13:31:41,SUCCESS
194,https://news.fnal.gov/authors/zachary-burton/,200,Zachary Burton Archives - News,0194_news.fnal.gov_authors_zachary-burton.html,0194_news.fnal.gov_authors_zachary-burton.txt,81023,609,2026-06-10 13:31:44,SUCCESS
195,https://news.fnal.gov/authors/anne-heavey/,200,Anne Heavey Archives - News,0195_news.fnal.gov_authors_anne-heavey.html,0195_news.fnal.gov_authors_anne-heavey.txt,85600,668,2026-06-10 13:31:46,SUCCESS
196,https://news.fnal.gov/tag/deep-underground-neutrino-experiment/,200,Deep Underground Neutrino Experiment Archives - News,0196_news.fnal.gov_tag_deep-underground-neutrino-experiment.html,0196_news.fnal.gov_tag_deep-underground-neutrino-experiment.txt,88629,859,2026-06-10 13:31:48,SUCCESS
